द्रब्यशाहमध्ये,द्रब्यशाह,('SFX', '22', '0', 'मध्ये', '.')
देख्नसक्छस्,देख्,('SFX', '41', '0', 'नसक्छस्', '्')
देख्थी,देख्,('SFX', '1', '0', 'थी', '्')
देखिएकै,देख्,('SFX', '1', '्', 'िएकै/17X', '्')
देख्नसकेनौ,देख्,('SFX', '41', '0', 'नसकेनौ', '्')
देख्नुभएको,देख्,('SFX', '41', '0', 'नुभएको', '्')
बारुदभित्र,बारुद,('SFX', '22', '0', 'भित्र', '.')
बारुदपनि,बारुद,('SFX', '22', '0', 'पनि', '.')
बारुदसम्ममा,बारुद,('SFX', '22', '0', 'सम्ममा', '.')
बारुदभित्रै,बारुद,('SFX', '22', '0', 'भित्रै', '.')
बारुदमध्ये,बारुद,('SFX', '22', '0', 'मध्ये', '.')
बालको,बाल,('SFX', '15', '0', 'को', '.')
बालद्वारा,बाल,('SFX', '15', '0', 'द्वारा', '.')
बालमा,बाल,('SFX', '15', '0', 'मा', '.')
बालझैँ,बाल,('SFX', '22', '0', 'झैँ', '.')
बालजस्तै,बाल,('SFX', '22', '0', 'जस्तै', '.')
फ्याँक्नसकुन्,फ्याँक्,('SFX', '41', '0', 'नसकुन्', '्')
फ्याँक्दैनथी,फ्याँक्,('SFX', '1', '0', 'दैनथी', '्')
फ्याँक्नुपर्नेबारे,फ्याँक्,('SFX', '41', '0', 'नुपर्नेबारे', '्')
फ्याँक्नुभएन,फ्याँक्,('SFX', '41', '0', 'नुभएन', '्')
फ्याँक्नुहुन्थ्यो,फ्याँक्,('SFX', '41', '0', 'नुहुन्थ्यो', '्')
खैरियतपछि,खैरियत,('SFX', '22', '0', 'पछि', '.')
खैरियतमध्ये,खैरियत,('SFX', '22', '0', 'मध्ये', '.')
खैरियतप्रति,खैरियत,('SFX', '22', '0', 'प्रति', '.')
खैरियतसहितका,खैरियत,('SFX', '22', '0', 'सहितका', '.')
खैरियतबाट,खैरियत,('SFX', '15', '0', 'बाट', '.')
देखाउँछे,देखाउ,('SFX', '9', '0', 'ँछे', 'उ')
देखाएनौ,देखाउ,('SFX', '9', 'उ', 'एनौ', 'उ')
देखाउनेछिन्,देखाउ,('SFX', '42', '0', 'नेछिन्', '[उ]')
देखाइरहेको,देखाउ,('SFX', '9', 'उ', 'इरहेको', 'उ')
देखाउनुपर्थ्यो,देखाउ,('SFX', '42', '0', 'नुपर्थ्यो', '[उ]')
खिनाउरा,खिनाउरो,('SFX', '14', 'ो', 'ा', 'ो')
खिनाउरी,खिनाउरो,('SFX', '14', 'ो', 'ी', 'ो')
भतिजीहरूसँग,भतिजी,('SFX', '18', '0', 'हरूसँग', '.')
भतिजीसहित,भतिजी,('SFX', '22', '0', 'सहित', '.')
भतिजीबाहेक,भतिजी,('SFX', '22', '0', 'बाहेक', '.')
भतिजीलगायत,भतिजी,('SFX', '22', '0', 'लगायत', '.')
भतिजीसमेत,भतिजी,('SFX', '22', '0', 'समेत', '.')
हिसाबबारे,हिसाब,('SFX', '22', '0', 'बारे', '.')
हिसाबकी,हिसाब,('SFX', '15', '0', 'की', '.')
हिसाबजस्तै,हिसाब,('SFX', '22', '0', 'जस्तै', '.')
हिसाबभित्रमा,हिसाब,('SFX', '22', '0', 'भित्रमा', '.')
हिसाबसँगै,हिसाब,('SFX', '15', '0', 'सँगै', '.')
पुरौँ,पुर्,('SFX', '1', '्', 'ौँ/17X', '्')
पुर्नसक्थ्यो,पुर्,('SFX', '41', '0', 'नसक्थ्यो', '्')
पुर्नसक्नु,पुर्,('SFX', '41', '0', 'नसक्नु', '्')
पुर्नसकिछन्,पुर्,('SFX', '41', '0', 'नसकिछन्', '्')
पुर्नसकिनस्,पुर्,('SFX', '41', '0', 'नसकिनस्', '्')
राममन्दिरद्वारा,राममन्दिर,('SFX', '15', '0', 'द्वारा', '.')
राममन्दिरपछिको,राममन्दिर,('SFX', '22', '0', 'पछिको', '.')
राममन्दिरसहितका,राममन्दिर,('SFX', '22', '0', 'सहितका', '.')
राममन्दिरमाथि,राममन्दिर,('SFX', '22', '0', 'माथि', '.')
राममन्दिरमात्र,राममन्दिर,('SFX', '22', '0', 'मात्र', '.')
चिप्लेछन्,चिप्ल,('SFX', '8', '0', 'ेछन्', '[^ुाइि]')
चिप्लँदोरहेछ,चिप्ल,('SFX', '44', '0', 'ँदोरहेछ', '[^उइि्]')
चिप्लनसक्छौ,चिप्ल,('SFX', '44', '0', 'नसक्छौ', '[^उइि्]')
ककपीटभन्दापर,ककपीट,('SFX', '22', '0', 'भन्दापर', '.')
ककपीटसँगका,ककपीट,('SFX', '15', '0', 'सँगका', '.')
ककपीटबिना,ककपीट,('SFX', '15', '0', 'बिना', '.')
ककपीटकै,ककपीट,('SFX', '22', '0', 'कै', '.')
ककपीटभित्रै,ककपीट,('SFX', '22', '0', 'भित्रै', '.')
उपप्रमुखभित्रका,उपप्रमुख,('SFX', '22', '0', 'भित्रका', '.')
उपप्रमुखसम्मको,उपप्रमुख,('SFX', '22', '0', 'सम्मको', '.')
उपप्रमुखभित्रको,उपप्रमुख,('SFX', '22', '0', 'भित्रको', '.')
उपप्रमुखबाहेक,उपप्रमुख,('SFX', '22', '0', 'बाहेक', '.')
उपप्रमुखकी,उपप्रमुख,('SFX', '15', '0', 'की', '.')
हनिमुनजस्ता,हनिमुन,('SFX', '22', '0', 'जस्ता', '.')
हनिमुनपछिकी,हनिमुन,('SFX', '22', '0', 'पछिकी', '.')
हनिमुनभित्रको,हनिमुन,('SFX', '22', '0', 'भित्रको', '.')
हनिमुनद्वारा,हनिमुन,('SFX', '15', '0', 'द्वारा', '.')
हनिमुनसम्मका,हनिमुन,('SFX', '22', '0', 'सम्मका', '.')
कर्सरपछि,कर्सर,('SFX', '22', '0', 'पछि', '.')
कर्सरमा,कर्सर,('SFX', '15', '0', 'मा', '.')
कर्सरसम्ममा,कर्सर,('SFX', '22', '0', 'सम्ममा', '.')
कर्सरका,कर्सर,('SFX', '15', '0', 'का', '.')
कर्सरमध्ये,कर्सर,('SFX', '22', '0', 'मध्ये', '.')
बिन्दैनथे,बिन्,('SFX', '1', '0', 'दैनथे', '्')
बिन्थेँ,बिन्,('SFX', '1', '0', 'थेँ', '्')
बिन्नुहुन्छ,बिन्,('SFX', '41', '0', 'नुहुन्छ', '्')
बिन्दारहेछौँ,बिन्,('SFX', '41', '0', 'दारहेछौँ', '्')
बिन्दारहेछौ,बिन्,('SFX', '41', '0', 'दारहेछौ', '्')
प्रगतिवादजस्तै,प्रगतिवाद,('SFX', '22', '0', 'जस्तै', '.')
प्रगतिवादबाहेक,प्रगतिवाद,('SFX', '22', '0', 'बाहेक', '.')
प्रगतिवादमार्फत,प्रगतिवाद,('SFX', '22', '0', 'मार्फत', '.')
प्रगतिवादमाथिको,प्रगतिवाद,('SFX', '22', '0', 'माथिको', '.')
प्रगतिवादअनुसार,प्रगतिवाद,('SFX', '22', '0', 'अनुसार', '.')
गम्क,गम्क,('SFX', '23', '0', '0/24X', '.')
गम्काइ,गम्क,('SFX', '23', '0', 'ाइ/24X', '.')
गम्कि,गम्क,('SFX', '23', '0', 'ि/24X', '.')
गम्काउ,गम्क,('SFX', '23', '0', 'ाउ/24X', '.')
ओस्कारले,ओस्कार,('SFX', '15', '0', 'ले', '.')
ओस्कारअघिदेखि,ओस्कार,('SFX', '22', '0', 'अघिदेखि', '.')
ओस्कारसहित,ओस्कार,('SFX', '22', '0', 'सहित', '.')
ओस्कारभित्र,ओस्कार,('SFX', '22', '0', 'भित्र', '.')
ओस्कारपछिका,ओस्कार,('SFX', '22', '0', 'पछिका', '.')
घसेउटी,घसेउटो,('SFX', '14', 'ो', 'ी', 'ो')
घसेउटा,घसेउटो,('SFX', '14', 'ो', 'ा', 'ो')
नाबालकद्वारा,नाबालक,('SFX', '15', '0', 'द्वारा', '.')
नाबालकहरूद्वारा,नाबालक,('SFX', '18', '0', 'हरूद्वारा', '.')
नाबालकमार्फत,नाबालक,('SFX', '22', '0', 'मार्फत', '.')
नाबालकबारे,नाबालक,('SFX', '22', '0', 'बारे', '.')
नाबालकमाथिबाट,नाबालक,('SFX', '22', '0', 'माथिबाट', '.')
एसियाअघिदेखि,एसिया,('SFX', '22', '0', 'अघिदेखि', '.')
एसियापछि,एसिया,('SFX', '22', '0', 'पछि', '.')
एसियाहरूसँगको,एसिया,('SFX', '18', '0', 'हरूसँगको', '.')
एसियाजस्ता,एसिया,('SFX', '22', '0', 'जस्ता', '.')
एसियाहरूसमेत,एसिया,('SFX', '18', '0', 'हरूसमेत', '.')
बोलीवचनसँग,बोलीवचन,('SFX', '15', '0', 'सँग', '.')
बोलीवचनभित्र,बोलीवचन,('SFX', '22', '0', 'भित्र', '.')
बोलीवचनभित्रको,बोलीवचन,('SFX', '22', '0', 'भित्रको', '.')
बोलीवचनमाथिको,बोलीवचन,('SFX', '22', '0', 'माथिको', '.')
बोलीवचनसहित,बोलीवचन,('SFX', '22', '0', 'सहित', '.')
थचारूँ,थचार्,('SFX', '1', '्', 'ूँ', '्')
थचार्नसकुन्जेल,थचार्,('SFX', '41', '0', 'नसकुन्जेल', '्')
थचार्नेछौँ,थचार्,('SFX', '1', '0', 'नेछौँ', '्')
थचार्नुहुनेबारे,थचार्,('SFX', '41', '0', 'नुहुनेबारे', '्')
थचार्नुभएनछ,थचार्,('SFX', '41', '0', 'नुभएनछ', '्')
मिसका,मिस,('SFX', '15', '0', 'का', '.')
मिससँगै,मिस,('SFX', '15', '0', 'सँगै', '.')
मिसजस्तो,मिस,('SFX', '22', '0', 'जस्तो', '.')
मिसबारे,मिस,('SFX', '22', '0', 'बारे', '.')
मिसलाई,मिस,('SFX', '15', '0', 'लाई', '.')
बालग्रामपछिकी,बालग्राम,('SFX', '22', '0', 'पछिकी', '.')
बालग्रामसँगै,बालग्राम,('SFX', '15', '0', 'सँगै', '.')
बालग्रामसहित,बालग्राम,('SFX', '22', '0', 'सहित', '.')
बालग्रामझैँ,बालग्राम,('SFX', '22', '0', 'झैँ', '.')
बालग्रामसित,बालग्राम,('SFX', '15', '0', 'सित', '.')
गिरिसकिछन्,गिरि,('SFX', '43', '0', 'सकिछन्', '[िइ]')
गिरिइनस्,गिरि,('SFX', '8', '0', 'इनस्', '[िा]')
गिरिएनौँ,गिरि,('SFX', '8', '0', 'एनौँ', '[ाइि]')
गिरिसक्दैनौ,गिरि,('SFX', '43', '0', 'सक्दैनौ', '[िइ]')
खोरियाबाहेक,खोरिया,('SFX', '22', '0', 'बाहेक', '.')
खोरियाअघि,खोरिया,('SFX', '22', '0', 'अघि', '.')
खोरियाका,खोरिया,('SFX', '15', '0', 'का', '.')
खोरियासम्म,खोरिया,('SFX', '22', '0', 'सम्म', '.')
खोरियासम्ममा,खोरिया,('SFX', '22', '0', 'सम्ममा', '.')
कान्डले,कान्ड,('SFX', '15', '0', 'ले', '.')
कान्डहरूबारेको,कान्ड,('SFX', '18', '0', 'हरूबारेको', '.')
कान्डका,कान्ड,('SFX', '15', '0', 'का', '.')
कान्डहरूलाई,कान्ड,('SFX', '18', '0', 'हरूलाई', '.')
कान्डपछि,कान्ड,('SFX', '22', '0', 'पछि', '.')
आगलागीसहित,आगलागी,('SFX', '15', '0', 'सहित', '.')
आगलागीभित्रका,आगलागी,('SFX', '22', '0', 'भित्रका', '.')
आगलागीसहित,आगलागी,('SFX', '22', '0', 'सहित', '.')
आगलागीसँगै,आगलागी,('SFX', '15', '0', 'सँगै', '.')
आगलागीसम्मको,आगलागी,('SFX', '22', '0', 'सम्मको', '.')
सुनीलतिर,सुनील,('SFX', '22', '0', 'तिर', '.')
सुनीलप्रति,सुनील,('SFX', '22', '0', 'प्रति', '.')
सुनीलबीच,सुनील,('SFX', '22', '0', 'बीच', '.')
सुनीलभित्रमा,सुनील,('SFX', '22', '0', 'भित्रमा', '.')
सुनीलमात्र,सुनील,('SFX', '22', '0', 'मात्र', '.')
उदेकभन्दापर,उदेक,('SFX', '22', '0', 'भन्दापर', '.')
उदेकप्रति,उदेक,('SFX', '22', '0', 'प्रति', '.')
उदेकबिना,उदेक,('SFX', '15', '0', 'बिना', '.')
उदेकसम्ममा,उदेक,('SFX', '22', '0', 'सम्ममा', '.')
उदेकमार्फत,उदेक,('SFX', '22', '0', 'मार्फत', '.')
बयालीसप्रति,बयालीस,('SFX', '22', '0', 'प्रति', '.')
बयालीससँगका,बयालीस,('SFX', '15', '0', 'सँगका', '.')
बयालीसभित्रको,बयालीस,('SFX', '22', '0', 'भित्रको', '.')
बयालीसमार्फत,बयालीस,('SFX', '22', '0', 'मार्फत', '.')
बयालीससँगै,बयालीस,('SFX', '15', '0', 'सँगै', '.')
हतियारभन्दा,हतियार,('SFX', '22', '0', 'भन्दा', '.')
हतियारदेखि,हतियार,('SFX', '22', '0', 'देखि', '.')
हतियारसहितको,हतियार,('SFX', '22', '0', 'सहितको', '.')
हतियारमा,हतियार,('SFX', '15', '0', 'मा', '.')
हतियारसहित,हतियार,('SFX', '15', '0', 'सहित', '.')
विधातापट्टि,विधाता,('SFX', '22', '0', 'पट्टि', '.')
विधातासँगै,विधाता,('SFX', '15', '0', 'सँगै', '.')
विधाताकै,विधाता,('SFX', '22', '0', 'कै', '.')
विधातासँगका,विधाता,('SFX', '15', '0', 'सँगका', '.')
विधातासम्ममा,विधाता,('SFX', '22', '0', 'सम्ममा', '.')
शुक्रराजमाथि,शुक्रराज,('SFX', '22', '0', 'माथि', '.')
शुक्रराजमाथिको,शुक्रराज,('SFX', '22', '0', 'माथिको', '.')
शुक्रराजबीच,शुक्रराज,('SFX', '22', '0', 'बीच', '.')
शुक्रराजले,शुक्रराज,('SFX', '15', '0', 'ले', '.')
शुक्रराजको,शुक्रराज,('SFX', '15', '0', 'को', '.')
सहकालबारे,सहकाल,('SFX', '22', '0', 'बारे', '.')
सहकालले,सहकाल,('SFX', '15', '0', 'ले', '.')
सहकालसहित,सहकाल,('SFX', '22', '0', 'सहित', '.')
सहकालबाहेक,सहकाल,('SFX', '22', '0', 'बाहेक', '.')
सहकालमाथिबाट,सहकाल,('SFX', '22', '0', 'माथिबाट', '.')
अर्मलिछन्,अर्मल्,('SFX', '1', '्', 'िछन्', '्')
अर्मलिँन,अर्मल्,('SFX', '1', '्', 'िँन', '्')
अर्मल्नुपरेका,अर्मल्,('SFX', '41', '0', 'नुपरेका', '्')
अर्मल्छस्,अर्मल्,('SFX', '1', '0', 'छस्', '्')
अर्मलिएर,अर्मल्,('SFX', '1', '्', 'िएर/17X', '्')
छिट्नुहोस्,छिट्,('SFX', '41', '0', 'नुहोस्', '्')
छिट्नसक्छ्यौ,छिट्,('SFX', '41', '0', 'नसक्छ्यौ', '्')
छिट्न,छिट्,('SFX', '1', '0', 'न/17X', '.')
छिट्छे,छिट्,('SFX', '1', '0', 'छे', '्')
छिटिछस्,छिट्,('SFX', '1', '्', 'िछस्', '्')
माडीजस्तो,माडी,('SFX', '22', '0', 'जस्तो', '.')
माडीसँगको,माडी,('SFX', '15', '0', 'सँगको', '.')
माडीलगायत,माडी,('SFX', '22', '0', 'लगायत', '.')
माडीबिना,माडी,('SFX', '15', '0', 'बिना', '.')
माडीसम्म,माडी,('SFX', '22', '0', 'सम्म', '.')
थकथकले,थकथक,('SFX', '15', '0', 'ले', '.')
थकथकभित्रका,थकथक,('SFX', '22', '0', 'भित्रका', '.')
थकथकसम्बन्धी,थकथक,('SFX', '22', '0', 'सम्बन्धी', '.')
थकथकपछिको,थकथक,('SFX', '22', '0', 'पछिको', '.')
थकथकलाई,थकथक,('SFX', '15', '0', 'लाई', '.')
खोपोमाथि,खोपो,('SFX', '22', '0', 'माथि', '.')
खोपोको,खोपो,('SFX', '15', '0', 'को', '.')
खोपोजस्तै,खोपो,('SFX', '22', '0', 'जस्तै', '.')
खोपोहरूमा,खोपो,('SFX', '18', '0', 'हरूमा', '.')
खोपोलाई,खोपो,('SFX', '15', '0', 'लाई', '.')
अच्छेरिपीपनि,अच्छेरिपी,('SFX', '22', '0', 'पनि', '.')
अच्छेरिपीद्वारा,अच्छेरिपी,('SFX', '15', '0', 'द्वारा', '.')
अच्छेरिपीसँगका,अच्छेरिपी,('SFX', '15', '0', 'सँगका', '.')
अच्छेरिपीभित्रै,अच्छेरिपी,('SFX', '22', '0', 'भित्रै', '.')
अच्छेरिपीअघिदेखि,अच्छेरिपी,('SFX', '22', '0', 'अघिदेखि', '.')
वाक्यरचनासम्मको,वाक्यरचना,('SFX', '22', '0', 'सम्मको', '.')
वाक्यरचनालगायतका,वाक्यरचना,('SFX', '22', '0', 'लगायतका', '.')
वाक्यरचनापछिको,वाक्यरचना,('SFX', '22', '0', 'पछिको', '.')
वाक्यरचनासहितका,वाक्यरचना,('SFX', '22', '0', 'सहितका', '.')
वाक्यरचनासँगका,वाक्यरचना,('SFX', '15', '0', 'सँगका', '.')
आस्कीलगायतका,आस्की,('SFX', '22', '0', 'लगायतका', '.')
आस्कीसित,आस्की,('SFX', '15', '0', 'सित', '.')
आस्कीभन्दा,आस्की,('SFX', '22', '0', 'भन्दा', '.')
आस्कीमार्फत,आस्की,('SFX', '22', '0', 'मार्फत', '.')
आस्कीभन्दापर,आस्की,('SFX', '22', '0', 'भन्दापर', '.')
आटाकी,आटा,('SFX', '15', '0', 'की', '.')
आटाकै,आटा,('SFX', '22', '0', 'कै', '.')
आटाद्वारा,आटा,('SFX', '15', '0', 'द्वारा', '.')
आटामै,आटा,('SFX', '22', '0', 'मै', '.')
आटासम्बन्धी,आटा,('SFX', '22', '0', 'सम्बन्धी', '.')
झटारोहरूसित,झटारो,('SFX', '18', '0', 'हरूसित', '.')
झटारोहरूबारेको,झटारो,('SFX', '18', '0', 'हरूबारेको', '.')
झटारोभित्रै,झटारो,('SFX', '22', '0', 'भित्रै', '.')
झटारोमाथिका,झटारो,('SFX', '22', '0', 'माथिका', '.')
झटारोमै,झटारो,('SFX', '22', '0', 'मै', '.')
विद्वत्सभापछिकी,विद्वत्सभा,('SFX', '22', '0', 'पछिकी', '.')
विद्वत्सभामध्ये,विद्वत्सभा,('SFX', '22', '0', 'मध्ये', '.')
विद्वत्सभाअघि,विद्वत्सभा,('SFX', '22', '0', 'अघि', '.')
विद्वत्सभाभन्दापर,विद्वत्सभा,('SFX', '22', '0', 'भन्दापर', '.')
विद्वत्सभाभित्र,विद्वत्सभा,('SFX', '22', '0', 'भित्र', '.')
योजनासँगै,योजना,('SFX', '15', '0', 'सँगै', '.')
योजनासहित,योजना,('SFX', '15', '0', 'सहित', '.')
योजनासम्म,योजना,('SFX', '22', '0', 'सम्म', '.')
योजनाभित्रको,योजना,('SFX', '22', '0', 'भित्रको', '.')
योजनामाथिको,योजना,('SFX', '22', '0', 'माथिको', '.')
जाग्रामसम्मका,जाग्राम,('SFX', '22', '0', 'सम्मका', '.')
जाग्रामसम्ममा,जाग्राम,('SFX', '22', '0', 'सम्ममा', '.')
जाग्रामको,जाग्राम,('SFX', '15', '0', 'को', '.')
जाग्रामअघिदेखि,जाग्राम,('SFX', '22', '0', 'अघिदेखि', '.')
जाग्रामझैँ,जाग्राम,('SFX', '22', '0', 'झैँ', '.')
भ्रूणसम्बन्धी,भ्रूण,('SFX', '22', '0', 'सम्बन्धी', '.')
भ्रूणमाथिबाट,भ्रूण,('SFX', '22', '0', 'माथिबाट', '.')
भ्रूणहरूबीच,भ्रूण,('SFX', '18', '0', 'हरूबीच', '.')
भ्रूणसम्म,भ्रूण,('SFX', '22', '0', 'सम्म', '.')
भ्रूणहरूद्वारा,भ्रूण,('SFX', '18', '0', 'हरूद्वारा', '.')
ड्राइभरबाट,ड्राइभर,('SFX', '15', '0', 'बाट', '.')
ड्राइभरभित्रमा,ड्राइभर,('SFX', '22', '0', 'भित्रमा', '.')
ड्राइभरद्वारा,ड्राइभर,('SFX', '15', '0', 'द्वारा', '.')
ड्राइभरकै,ड्राइभर,('SFX', '22', '0', 'कै', '.')
ड्राइभरपछिको,ड्राइभर,('SFX', '22', '0', 'पछिको', '.')
साफाभन्दा,साफा,('SFX', '22', '0', 'भन्दा', '.')
साफालाई,साफा,('SFX', '15', '0', 'लाई', '.')
साफाप्रति,साफा,('SFX', '22', '0', 'प्रति', '.')
साफासहितको,साफा,('SFX', '22', '0', 'सहितको', '.')
साफाबारे,साफा,('SFX', '22', '0', 'बारे', '.')
कुरूपहरूसमेत,कुरूप,('SFX', '18', '0', 'हरूसमेत', '.')
कुरूपजस्तै,कुरूप,('SFX', '22', '0', 'जस्तै', '.')
कुरूपकी,कुरूप,('SFX', '15', '0', 'की', '.')
कुरूपबिना,कुरूप,('SFX', '15', '0', 'बिना', '.')
कुरूपदेखि,कुरूप,('SFX', '22', '0', 'देखि', '.')
दागसित,दाग,('SFX', '15', '0', 'सित', '.')
दागलाई,दाग,('SFX', '15', '0', 'लाई', '.')
दागसँग,दाग,('SFX', '15', '0', 'सँग', '.')
दागपनि,दाग,('SFX', '22', '0', 'पनि', '.')
दागबारे,दाग,('SFX', '22', '0', 'बारे', '.')
बिस्कुनहरूबीच,बिस्कुन,('SFX', '18', '0', 'हरूबीच', '.')
बिस्कुनअघिदेखि,बिस्कुन,('SFX', '22', '0', 'अघिदेखि', '.')
बिस्कुनहरूसँगको,बिस्कुन,('SFX', '18', '0', 'हरूसँगको', '.')
बिस्कुनहरूप्रति,बिस्कुन,('SFX', '18', '0', 'हरूप्रति', '.')
बिस्कुनपनि,बिस्कुन,('SFX', '22', '0', 'पनि', '.')
घोरलअघिदेखि,घोरल,('SFX', '22', '0', 'अघिदेखि', '.')
घोरलबाहेक,घोरल,('SFX', '22', '0', 'बाहेक', '.')
घोरलमध्ये,घोरल,('SFX', '22', '0', 'मध्ये', '.')
घोरलसम्मको,घोरल,('SFX', '22', '0', 'सम्मको', '.')
घोरलमा,घोरल,('SFX', '15', '0', 'मा', '.')
घोडादौडबाट,घोडादौड,('SFX', '15', '0', 'बाट', '.')
घोडादौडलाई,घोडादौड,('SFX', '15', '0', 'लाई', '.')
घोडादौडमात्र,घोडादौड,('SFX', '22', '0', 'मात्र', '.')
घोडादौडजस्तै,घोडादौड,('SFX', '22', '0', 'जस्तै', '.')
घोडादौडबिना,घोडादौड,('SFX', '15', '0', 'बिना', '.')
खस्नुपर्थ्यो,खस्,('SFX', '41', '0', 'नुपर्थ्यो', '्')
खस्नसकिन्,खस्,('SFX', '41', '0', 'नसकिन्', '्')
खस्नुभएछ,खस्,('SFX', '41', '0', 'नुभएछ', '्')
खस्नसक्छे,खस्,('SFX', '41', '0', 'नसक्छे', '्')
खस्नुहुँदै,खस्,('SFX', '41', '0', 'नुहुँदै', '्')
हरिश्चन्द्रभन्दा,हरिश्चन्द्र,('SFX', '22', '0', 'भन्दा', '.')
हरिश्चन्द्रपछिका,हरिश्चन्द्र,('SFX', '22', '0', 'पछिका', '.')
हरिश्चन्द्रदेखि,हरिश्चन्द्र,('SFX', '22', '0', 'देखि', '.')
हरिश्चन्द्रबाहेक,हरिश्चन्द्र,('SFX', '22', '0', 'बाहेक', '.')
हरिश्चन्द्रभित्रै,हरिश्चन्द्र,('SFX', '22', '0', 'भित्रै', '.')
मनमतीपछिका,मनमती,('SFX', '22', '0', 'पछिका', '.')
मनमतीलगायत,मनमती,('SFX', '22', '0', 'लगायत', '.')
मनमतीपछि,मनमती,('SFX', '22', '0', 'पछि', '.')
मनमतीजस्ता,मनमती,('SFX', '22', '0', 'जस्ता', '.')
मनमतीसम्मको,मनमती,('SFX', '22', '0', 'सम्मको', '.')
विधुलगायत,विधु,('SFX', '22', '0', 'लगायत', '.')
विधुअघि,विधु,('SFX', '22', '0', 'अघि', '.')
विधुमाथि,विधु,('SFX', '22', '0', 'माथि', '.')
विधुसँगको,विधु,('SFX', '15', '0', 'सँगको', '.')
विधुबाट,विधु,('SFX', '15', '0', 'बाट', '.')
जुनमात्र,जुन,('SFX', '22', '0', 'मात्र', '.')
जुनसहित,जुन,('SFX', '15', '0', 'सहित', '.')
जुनसम्मको,जुन,('SFX', '22', '0', 'सम्मको', '.')
जुनलगायत,जुन,('SFX', '22', '0', 'लगायत', '.')
जुनपछिको,जुन,('SFX', '22', '0', 'पछिको', '.')
सहर्षसमेत,सहर्ष,('SFX', '22', '0', 'समेत', '.')
सहर्षमार्फत,सहर्ष,('SFX', '22', '0', 'मार्फत', '.')
सहर्षतर्फ,सहर्ष,('SFX', '22', '0', 'तर्फ', '.')
सहर्षभित्रको,सहर्ष,('SFX', '22', '0', 'भित्रको', '.')
सहर्षसम्म,सहर्ष,('SFX', '22', '0', 'सम्म', '.')
विवर्धनबिना,विवर्धन,('SFX', '15', '0', 'बिना', '.')
विवर्धनबीच,विवर्धन,('SFX', '22', '0', 'बीच', '.')
विवर्धनभन्दापर,विवर्धन,('SFX', '22', '0', 'भन्दापर', '.')
विवर्धनप्रति,विवर्धन,('SFX', '22', '0', 'प्रति', '.')
विवर्धनअघि,विवर्धन,('SFX', '22', '0', 'अघि', '.')
पृथुबारे,पृथु,('SFX', '22', '0', 'बारे', '.')
पृथुकै,पृथु,('SFX', '22', '0', 'कै', '.')
पृथुभन्दापर,पृथु,('SFX', '22', '0', 'भन्दापर', '.')
पृथुझैँ,पृथु,('SFX', '22', '0', 'झैँ', '.')
पृथुभित्रको,पृथु,('SFX', '22', '0', 'भित्रको', '.')
फेरबदलभन्दापर,फेरबदल,('SFX', '22', '0', 'भन्दापर', '.')
फेरबदलमाथिको,फेरबदल,('SFX', '22', '0', 'माथिको', '.')
फेरबदलसँगको,फेरबदल,('SFX', '15', '0', 'सँगको', '.')
फेरबदलले,फेरबदल,('SFX', '15', '0', 'ले', '.')
फेरबदलमाथि,फेरबदल,('SFX', '22', '0', 'माथि', '.')
ट्रेडिङपछिकी,ट्रेडिङ,('SFX', '22', '0', 'पछिकी', '.')
ट्रेडिङसित,ट्रेडिङ,('SFX', '15', '0', 'सित', '.')
ट्रेडिङभित्रको,ट्रेडिङ,('SFX', '22', '0', 'भित्रको', '.')
ट्रेडिङसम्म,ट्रेडिङ,('SFX', '22', '0', 'सम्म', '.')
ट्रेडिङअघि,ट्रेडिङ,('SFX', '22', '0', 'अघि', '.')
अफमाथिका,अफ,('SFX', '22', '0', 'माथिका', '.')
अफसहित,अफ,('SFX', '15', '0', 'सहित', '.')
अफतिर,अफ,('SFX', '22', '0', 'तिर', '.')
अफसित,अफ,('SFX', '15', '0', 'सित', '.')
अफसहितका,अफ,('SFX', '22', '0', 'सहितका', '.')
किटानहरूसँगै,किटान,('SFX', '18', '0', 'हरूसँगै', '.')
किटानहरूको,किटान,('SFX', '18', '0', 'हरूको', '.')
किटानकै,किटान,('SFX', '22', '0', 'कै', '.')
किटानपछि,किटान,('SFX', '22', '0', 'पछि', '.')
किटानको,किटान,('SFX', '15', '0', 'को', '.')
थिग्रोअनुसार,थिग्रो,('SFX', '22', '0', 'अनुसार', '.')
थिग्रोसम्ममा,थिग्रो,('SFX', '22', '0', 'सम्ममा', '.')
थिग्रोसहित,थिग्रो,('SFX', '22', '0', 'सहित', '.')
थिग्रोबाहेक,थिग्रो,('SFX', '22', '0', 'बाहेक', '.')
थिग्रोभन्दापर,थिग्रो,('SFX', '22', '0', 'भन्दापर', '.')
भुरुङबाट,भुरुङ,('SFX', '15', '0', 'बाट', '.')
भुरुङजस्तो,भुरुङ,('SFX', '22', '0', 'जस्तो', '.')
भुरुङसहित,भुरुङ,('SFX', '22', '0', 'सहित', '.')
भुरुङअघि,भुरुङ,('SFX', '22', '0', 'अघि', '.')
भुरुङसम्मका,भुरुङ,('SFX', '22', '0', 'सम्मका', '.')
वत्समाथिबाट,वत्स,('SFX', '22', '0', 'माथिबाट', '.')
वत्सभित्रको,वत्स,('SFX', '22', '0', 'भित्रको', '.')
